JAPONICA NIPPONBARE POSITIONS	ASSAY ID	ACCESSION	SUBPOPULATION
RUBIDIO::GERVEX 146-C1::[IRIS 313-8053]	IRIS 313-8053	IRGC 122228	japx
OTA::GERVEX 1145-C1::[IRIS 313-8124]	IRIS 313-8124	IRGC 122187	japx
PLOVDIV 24::GERVEX 1168-C1::[IRIS 313-8126]	IRIS 313-8126	IRGC 122204	temp
SELN 244 A 6-20::GERVEX 1273-C1::[IRIS 313-8141]	IRIS 313-8141	IRGC 122244	temp
POLIZESTI 28::GERVEX 1170-C1::[IRIS 313-8127]	IRIS 313-8127	IRGC 122207	temp
HAREM::GERVEX 929-C1::[IRIS 313-8116]	IRIS 313-8116	IRGC 122077	japx
ROXANI::GERVEX 1686-C1::[IRIS 313-8216]	IRIS 313-8216	IRGC 122222	temp
SETTANTUNO::GERVEX 1279-C1::[IRIS 313-8142]	IRIS 313-8142	IRGC 122249	temp
CLOT::GERVEX 523-C1::[IRIS 313-8085]	IRIS 313-8085	IRGC 122016	temp
RIBE 253::GERVEX 54-C1::[IRIS 313-8024]	IRIS 313-8024	IRGC 122217	temp
SMERALDO::GERVEX 138-C1::[IRIS 313-8052]	IRIS 313-8052	IRGC 122253	temp
SHSS 53::GERVEX 550-C1::[IRIS 313-8095]	IRIS 313-8095	IRGC 122251	temp
SALOIO::GERVEX 1259-C1::[IRIS 313-8138]	IRIS 313-8138	IRGC 122235	temp
THAIPERLA::GERVEX 696-C1::[IRIS 313-8105]	IRIS 313-8105	IRGC 122265	temp
FRANCES::GERVEX 527-C1::[IRIS 313-8087]	IRIS 313-8087	IRGC 122051	temp
VALTEJO::GERVEX 1355-C1::[IRIS 313-8151]	IRIS 313-8151	IRGC 122273	temp
TOPAZIO::GERVEX 1332-C1::[IRIS 313-8149]	IRIS 313-8149	IRGC 122268	temp
MESTRE::GERVEX 1082-C1::[IRIS 313-8121]	IRIS 313-8121	IRGC 122169	japx
PIEMONTE::GERVEX 81-C1::[IRIS 313-8032]	IRIS 313-8032	IRGC 122202	temp
GHIBLI::GERVEX 187-C1::[IRIS 313-8066]	IRIS 313-8066	IRGC 122053	temp
LORD::GERVEX 127-C1::[IRIS 313-8049]	IRIS 313-8049	IRGC 122150	japx
MUGA::GERVEX 1099-C1::[IRIS 313-8123]	IRIS 313-8123	IRGC 122175	temp
MIARA::GERVEX 129-C1::[IRIS 313-8050]	IRIS 313-8050	IRGC 122170	temp
GRALDO::GERVEX 108-C1::[IRIS 313-8041]	IRIS 313-8041	IRGC 122071	japx
TIMICH 108::GERVEX 1325-C1::[IRIS 313-8148]	IRIS 313-8148	IRGC 122267	temp
MARENY::GERVEX 535-C1::[IRIS 313-8090]	IRIS 313-8090	IRGC 122162	temp
S 102::GERVEX 1671-C1::[IRIS 313-8204]	IRIS 313-8204	IRGC 121817	temp
RUBINO::GERVEX 80-C1::[IRIS 313-8031]	IRIS 313-8031	IRGC 122230	japx
JUBILIENI::GERVEX 992-C1::[IRIS 313-8119]	IRIS 313-8119	IRGC 122126	temp
CAPATAZ::GERVEX 521-C1::[IRIS 313-8084]	IRIS 313-8084	IRGC 121998	temp
AUZGUSTA::GERVEX 1634-C1::[IRIS 313-8171]	IRIS 313-8171	IRGC 121972	temp
RONCOLO::GERVEX 124-C1::[IRIS 313-8048]	IRIS 313-8048	IRGC 122221	japx
HARRA::GERVEX 501-C1::[IRIS 313-8075]	IRIS 313-8075	IRGC 122078	temp
CENTURY PATNA::GERVEX 477-C1::[IRIS 313-8072]	IRIS 313-8072	IRGC 122002	trop
GIGANTE VERCELLI::GERVEX 1408-C1::[IRIS 313-8154]	IRIS 313-8154	IRGC 122055	japx
LUSITO IRRADIADO 859-85-2::GERVEX 1676-C1::[IRIS 313-8208]	IRIS 313-8208	IRGC 122152	temp
AUGUSTO::GERVEX 1643-C1::[IRIS 313-8177]	IRIS 313-8177	IRGC 121971	japx
FAMILIA 181::GERVEX 901-C1::[IRIS 313-8115]	IRIS 313-8115	IRGC 122046	japx
ANSEATICO::GERVEX 67-C1::[IRIS 313-8027]	IRIS 313-8027	IRGC 121964	japx
SR 113::GERVEX 553-C1::[IRIS 313-8096]	IRIS 313-8096	IRGC 122256	temp
SANDOCA::GERVEX 1262-C1::[IRIS 313-8139]	IRIS 313-8139	IRGC 122240	japx
LOMELLINO::GERVEX 83-C1::[IRIS 313-8033]	IRIS 313-8033	IRGC 122149	temp
RIZZOTTO 51/1::GERVEX 50-C1::[IRIS 313-8023]	IRIS 313-8023	IRGC 122218	japx
RUBI::GERVEX 1247-C1::[IRIS 313-8132]	IRIS 313-8132	IRGC 122229	temp
YRM 6-2::GERVEX 1508-C1::[IRIS 313-8164]	IRIS 313-8164	IRGC 122300	temp
SLAVA::GERVEX 1287-C1::[IRIS 313-8143]	IRIS 313-8143	IRGC 122252	japx
KULON::GERVEX 1473-C1::[IRIS 313-8155]	IRIS 313-8155	IRGC 122142	japx
DORELLA::GERVEX 100-C1::[IRIS 313-8037]	IRIS 313-8037	IRGC 122037	japx
IRAT 234::C1::[IRIS 313-7922]	IRIS 313-7922	IRGC 122119	trop
CIRAD 358::C1::[IRIS 313-7859]	IRIS 313-7859	IRGC 135521	subtrop
IR 47686-09-01-B-1::C1::[IRIS 313-8003]	IRIS 313-8003	IRGC 122095	trop
62667::C1::[IRIS 313-7838]	IRIS 313-7838	IRGC 121949	trop
IR 68704-145-1-1-B::C1::[IRIS 313-7907]	IRIS 313-7907	IRGC 122108	trop
VIETNAM 1::C1::[IRIS 313-8011]	IRIS 313-8011	IRGC 122281	subtrop
GANIGI::IRGC 48698-C1::[IRIS 313-7883]	IRIS 313-7883	IRGC 122052	trop
CIRAD 403::GERVEX 9039-C1::[IRIS 313-7863]	IRIS 313-7863	IRGC 122014	trop
IRAT 112::C1::[IRIS 313-7914]	IRIS 313-7914	IRGC 122115	trop
VARY LAVA DE BETAFO::GERVEX 8381-C1::[IRIS 313-7993]	IRIS 313-7993	IRGC 122276	trop
IRAT 335::C1::[IRIS 313-7924]	IRIS 313-7924	IRGC 122120	trop
CNA 7\BO\1\1>33-13-6-1::C1::[IRIS 313-7866]	IRIS 313-7866	IRGC 122018	trop
KAKANI 2::IRGC 13373-C1::[IRIS 313-7933]	IRIS 313-7933	IRGC 122128	admix
IRAT 104::C1::[IRIS 313-7912]	IRIS 313-7912	IRGC 122114	trop
CHA LOY OE::C1::[IRIS 313-7856]	IRIS 313-7856	IRGC 122004	subtrop
BODA 148-3::GERVEX 8258-C1::[IRIS 313-7850]	IRIS 313-7850	IRGC 121985	trop
MITSANGANAHIJERY::GERVEX 8316-C1::[IRIS 313-7959]	IRIS 313-7959	IRGC 122172	trop
VARY LAVA 90::GERVEX 8254-C1::[IRIS 313-7992]	IRIS 313-7992	IRGC 122275	trop
IR 63380-16::C1::[IRIS 313-7902]	IRIS 313-7902	IRGC 122101	trop
IR 71524-44-1-1::C1::[IRIS 313-8010]	IRIS 313-8010	IRGC 122109	trop
CT 13582-15-5-M::C1::[IRIS 313-7868]	IRIS 313-7868	IRGC 122021	trop
104 UPLA::GERVEX 167-C1::[IRIS 313-8063]	IRIS 313-8063	IRGC 121947	trop
32 UPLA::GERVEX 176-C1::[IRIS 313-8064]	IRIS 313-8064	IRGC 121948	trop
LATSIBOZAKA 112-1::GERVEX 8233-C1::[IRIS 313-7722]	IRIS 313-7722	IRGC 127001	admix
77 UPLA::GERVEX 159-C1::[IRIS 313-8060]	IRIS 313-8060	IRGC 121955	trop
91 UPLA::GERVEX 155-C1::[IRIS 313-8058]	IRIS 313-8058	IRGC 121958	trop
ARLESIENNE::GERVEX 1530-C1::[IRIS 313-8168]	IRIS 313-8168	IRGC 121968	japx
CALENDAL::GERVEX 1516-C1::[IRIS 313-8166]	IRIS 313-8166	IRGC 121995	japx
DELTA::GERVEX 1519-C1::[IRIS 313-8167]	IRIS 313-8167	IRGC 122303	japx
MEJANES 2::GERVEX 1560-C1::[IRIS 313-8170]	IRIS 313-8170	IRGC 122166	japx
FORTUNA BLANCO (SAN MARCOS)::IRGC 50764-1::[IRIS 313-11434]	IRIS 313-11434	IRGC 127370	trop
NIRA PRIETO::IRGC 51145-1::[IRIS 313-11439]	IRIS 313-11439	IRGC 127680	trop
NALA::IRGC 51247-1::[IRIS 313-11441]	IRIS 313-11441	IRGC 128399	trop
PRECOZ 2 F A::GERVEX 1182-C1::[IRIS 313-8128]	IRIS 313-8128	IRGC 122208	temp
RPC 12::GERVEX 1505-C1::[IRIS 313-8162]	IRIS 313-8162	IRGC 122223	temp
CARAWI::IRGC 52887-1::[IRIS 313-11464]	IRIS 313-11464	IRGC 128254	trop
SAKHA 102::GERVEX 1687-C1::[IRIS 313-8217]	IRIS 313-8217	IRGC 122233	temp
KINTOMAN (TOD DOY)::IRGC 53146-1::[IRIS 313-11473]	IRIS 313-11473	IRGC 132004	trop
SAKHA 103::GERVEX 1688-C1::[IRIS 313-8218]	IRIS 313-8218	IRGC 122234	temp
VANKALI::IRGC 53339-1::[IRIS 313-11479]	IRIS 313-11479	IRGC 127882	trop
SANGHAI::GERVEX 1264-C1::[IRIS 313-8140]	IRIS 313-8140	IRGC 122241	temp
IC 25690::IRGC 53973-1::[IRIS 313-11494]	IRIS 313-11494	IRGC 128317	subtrop
ANENOE::IRGC 54140-1::[IRIS 313-11495]	IRIS 313-11495	IRGC 128217	trop
BALU PRIA::IRGC 54158-1::[IRIS 313-11496]	IRIS 313-11496	IRGC 131969	trop
PADI UDANG::IRGC 54295-1::[IRIS 313-11499]	IRIS 313-11499	IRGC 132024	trop
MARANHAO BRANCO::IRGC 50503-1::[IRIS 313-11428]	IRIS 313-11428	IRGC 128382	trop
XINTUAN HEI GU::IRGC 56159-1::[IRIS 313-11522]	IRIS 313-11522	IRGC 128505	japx
KOUINONEPOU::IRGC 56663-1::[IRIS 313-11524]	IRIS 313-11524	IRGC 132405	trop
FOSSA (GBE)::IRGC 56767-1::[IRIS 313-11526]	IRIS 313-11526	IRGC 128292	trop
GOLO::IRGC 56856-1::[IRIS 313-11527]	IRIS 313-11527	IRGC 128302	trop
J 6 IR 438 (WC 694)::IRGC 57599-1::[IRIS 313-11537]	IRIS 313-11537	IRGC 127446	trop
PATIE ROUGE::IRGC 57686-1::[IRIS 313-11540]	IRIS 313-11540	IRGC 128428	trop
HALIDA::IRGC 59005-1::[IRIS 313-11564]	IRIS 313-11564	IRGC 127400	aro
BAI MANG AI ZHONG::IRGC 59408-1::[IRIS 313-11571]	IRIS 313-11571	IRGC 128235	temp
HEI TOU HONG::IRGC 59595-1::[IRIS 313-11574]	IRIS 313-11574	IRGC 128307	temp
HONG PI NUO::IRGC 59638-1::[IRIS 313-11575]	IRIS 313-11575	IRGC 127415	temp
LUAN DAO::IRGC 59762-1::[IRIS 313-11578]	IRIS 313-11578	IRGC 128370	temp
WAN GENG BAI DAO TOU::IRGC 59948-1::[IRIS 313-11582]	IRIS 313-11582	IRGC 128499	temp
YI SUI QI::IRGC 60088-1::[IRIS 313-11584]	IRIS 313-11584	IRGC 128508	temp
36037-1::IRGC 60177-2::[IRIS 313-11586]	IRIS 313-11586	IRGC 132313	temp
KAO SONG HAI::IRGC 61827-1::[IRIS 313-11623]	IRIS 313-11623	IRGC 128332	subtrop
GUDURA::IRGC 61955-1::[IRIS 313-11626]	IRIS 313-11626	IRGC 127395	aro
FEI ZHAO 12::IRGC 62683-1::[IRIS 313-11651]	IRIS 313-11651	IRGC 128291	temp
GONG SHE 9::IRGC 62693-1::[IRIS 313-11652]	IRIS 313-11652	IRGC 128303	temp
MA SHE 8::IRGC 62750-1::[IRIS 313-11653]	IRIS 313-11653	IRGC 128384	temp
PL 3165::IRGC 62827-1::[IRIS 313-11654]	IRIS 313-11654	IRGC 128434	temp
SI WAN 14::IRGC 63019-1::[IRIS 313-11655]	IRIS 313-11655	IRGC 127815	temp
MANYALOJOPOIHUN::IRGC 63350-1::[IRIS 313-11658]	IRIS 313-11658	IRGC 128381	trop
TOBOHUN::IRGC 63433-1::[IRIS 313-11659]	IRIS 313-11659	IRGC 132047	trop
WULE DASIMA::IRGC 63450-1::[IRIS 313-11660]	IRIS 313-11660	IRGC 128503	trop
91-382::IRGC 63464-1::[IRIS 313-11661]	IRIS 313-11661	IRGC 131960	temp
YAH YAW::IRGC 61359-1::[IRIS 313-11611]	IRIS 313-11611	IRGC 127898	trop
RAI MANULA::IRGC 64138-1::[IRIS 313-11672]	IRIS 313-11672	IRGC 128445	temp
DECHANGBYEO::IRGC 64858-1::[IRIS 313-11689]	IRIS 313-11689	IRGC 128275	temp
KOCHUM::IRGC 64906-1::[IRIS 313-11690]	IRIS 313-11690	IRGC 132005	admix
SHANGYIPA::IRGC 64928-1::[IRIS 313-11691]	IRIS 313-11691	IRGC 128467	subtrop
ZUIHOU::IRGC 66982-1::[IRIS 313-11725]	IRIS 313-11725	IRGC 128514	temp
MALAGKIT (PINELIPE)::IRGC 67444-1::[IRIS 313-11736]	IRIS 313-11736	IRGC 127595	trop
NAKPUI::IRGC 67594-1::[IRIS 313-11739]	IRIS 313-11739	IRGC 128398	trop
A 2-257::IRGC 68342-1::[IRIS 313-11755]	IRIS 313-11755	IRGC 131961	trop
BENGALI VAKAHANA 1448::IRGC 68370-1::[IRIS 313-11756]	IRIS 313-11756	IRGC 131970	trop
K 2 C 45::IRGC 68552-1::[IRIS 313-11759]	IRIS 313-11759	IRGC 131995	trop
CANLUBANG::IRGC 69816-1::[IRIS 313-11788]	IRIS 313-11788	IRGC 127247	japx
VARIRANGAHY::IRGC 69897-1::[IRIS 313-11790]	IRIS 313-11790	IRGC 127883	trop
MAO ZHA NUO::IRGC 70335-1::[IRIS 313-11803]	IRIS 313-11803	IRGC 127608	temp
MUNJI::IRGC 70928-1::[IRIS 313-11829]	IRIS 313-11829	IRGC 128396	temp
KHAO' DAENG HAWM::IRGC 71001-1::[IRIS 313-11831]	IRIS 313-11831	IRGC 131999	subtrop
CHUBU 17::IRGC 72505-1::[IRIS 313-11875]	IRIS 313-11875	IRGC 128262	temp
FAN GENG 6::IRGC 70243-1::[IRIS 313-11800]	IRIS 313-11800	IRGC 136098	temp
PLE LIA::IRGC 73562-1::[IRIS 313-11900]	IRIS 313-11900	IRGC 128435	subtrop
SULUS BALOK::IRGC 73862-1::[IRIS 313-11906]	IRIS 313-11906	IRGC 135582	trop
DUAN SHEN ZI::IRGC 73962-1::[IRIS 313-11908]	IRIS 313-11908	IRGC 128284	temp
IB 95::IRGC 74677-1::[IRIS 313-11915]	IRIS 313-11915	IRGC 128316	trop
KHAO' NAN::IRGC 74981-1::[IRIS 313-11922]	IRIS 313-11922	IRGC 128340	subtrop
KHAO' NGAW::IRGC 74985-1::[IRIS 313-11923]	IRIS 313-11923	IRGC 128341	subtrop
NAM JAM::IRGC 75069-1::[IRIS 313-11924]	IRIS 313-11924	IRGC 128400	subtrop
DAYRON MARANGRAS::IRGC 75209-1::[IRIS 313-11928]	IRIS 313-11928	IRGC 127307	trop
ITA 117::IRGC 75235-1::[IRIS 313-11930]	IRIS 313-11930	IRGC 127444	ind1B
PEI ZAO 15::IRGC 75247-1::[IRIS 313-11931]	IRIS 313-11931		temp
C 722323::IRGC 73147-1::[IRIS 313-11890]	IRIS 313-11890	IRGC 128252	temp
PARE LAMBAN BINGKA::IRGC 77601-1::[IRIS 313-11971]	IRIS 313-11971	IRGC 132029	trop
NOINJO::IRGC 77669-1::[IRIS 313-11973]	IRIS 313-11973	IRGC 132020	temp
TANALA::IRGC 79467-1::[IRIS 313-12004]	IRIS 313-12004	IRGC 132045	admix
PADI HANGIR::IRGC 79507-1::[IRIS 313-12006]	IRIS 313-12006	IRGC 132022	trop
TAICHUNG 188::IRGC 78209-1::[IRIS 313-11981]	IRIS 313-11981	IRGC 132043	temp
FRENSI GBOI::IRGC 79983-1::[IRIS 313-12018]	IRIS 313-12018	IRGC 128293	trop
ITA 131::IRGC 80025-1::[IRIS 313-12021]	IRIS 313-12021	IRGC 131992	trop
BLAU BLA::IRGC 78460-1::[IRIS 313-11984]	IRIS 313-11984		temp
BUYAN::IRGC 81440-1::[IRIS 313-12045]	IRIS 313-12045		trop
HUA 24::IRGC 82127-1::[IRIS 313-12054]	IRIS 313-12054	IRGC 128312	temp
LIGEN 2::IRGC 82398-1::[IRIS 313-12059]	IRIS 313-12059	IRGC 128364	temp
LIJIAN 942::IRGC 82399-1::[IRIS 313-12060]	IRIS 313-12060	IRGC 128365	japx
YUNLEN 13::IRGC 82402-1::[IRIS 313-12061]	IRIS 313-12061	IRGC 128509	temp
BABELIONG::IRGC 82688-1::[IRIS 313-12070]	IRIS 313-12070	IRGC 127198	trop
NIA::IRGC 82728-1::[IRIS 313-12071]	IRIS 313-12071	IRGC 128406	subtrop
KYAIN WAR ME DONE::IRGC 82819-1::[IRIS 313-12074]	IRIS 313-12074	IRGC 132283	aro
PARAI JALEY MASIK::IRGC 84215-1::[IRIS 313-12108]	IRIS 313-12108		trop
HANG::IRGC 82842-1::[IRIS 313-12076]	IRIS 313-12076	IRGC 128306	subtrop
GINAYANGGANG::IRGC 87131-1::[IRIS 313-12144]	IRIS 313-12144	IRGC 136099	trop
LEUANG::IRGC 90000-1::[IRIS 313-12200]	IRIS 313-12200	IRGC 128362	subtrop
PANG::IRGC 91987-1::[IRIS 313-12226]	IRIS 313-12226	IRGC 127712	subtrop
SOM::IRGC 92221-1::[IRIS 313-12228]	IRIS 313-12228	IRGC 128474	subtrop
SEMENDANG::IRGC 93633-1::[IRIS 313-12241]	IRIS 313-12241	IRGC 127793	trop
KHAO KHOT::IRGC 93892-1::[IRIS 313-12242]	IRIS 313-12242	IRGC 128339	subtrop
PINAHULA::IRGC 93937-1::[IRIS 313-12244]	IRIS 313-12244	IRGC 128433	trop
BAN BONG::IRGC 94565-1::[IRIS 313-12254]	IRIS 313-12254	IRGC 128237	subtrop
DENG PEE::IRGC 94991-1::[IRIS 313-12257]	IRIS 313-12257	IRGC 128276	subtrop
DON::IRGC 95117-1::[IRIS 313-12258]	IRIS 313-12258	IRGC 128283	subtrop
BATIBATIKAN::IRGC 96098-1::[IRIS 313-12271]	IRIS 313-12271	IRGC 127215	trop
RAMADITRA::IRGC 97124-1::[IRIS 313-12279]	IRIS 313-12279	IRGC 132296	trop
SALAZANA::IRGC 97219-1::[IRIS 313-12281]	IRIS 313-12281	IRGC 128457	trop
YARSABA::IRGC 97567-1::[IRIS 313-12289]	IRIS 313-12289	IRGC 132304	subtrop
NYAE::IRGC 95302-1::[IRIS 313-12262]	IRIS 313-12262	IRGC 128410	subtrop
POU::IRGC 98968-1::[IRIS 313-12307]	IRIS 313-12307	IRGC 132034	subtrop
TAM::IRGC 99161-1::[IRIS 313-12311]	IRIS 313-12311	IRGC 128481	subtrop
TA SENG::IRGC 99176-1::[IRIS 313-12312]	IRIS 313-12312	IRGC 128482	subtrop
VOK::IRGC 99831-1::[IRIS 313-12322]	IRIS 313-12322	IRGC 128497	subtrop
BAN KEO::IRGC 99953-1::[IRIS 313-12323]	IRIS 313-12323	IRGC 135563	subtrop
BER YA::IRGC 99970-1::[IRIS 313-12324]	IRIS 313-12324	IRGC 128241	subtrop
KON SIM::IRGC 95626-1::[IRIS 313-12265]	IRIS 313-12265	IRGC 128352	subtrop
DENG NYAY::IRGC 106907-1::[IRIS 313-12332]	IRIS 313-12332	IRGC 127312	subtrop
DO LEUANG::IRGC 106990-1::[IRIS 313-12336]	IRIS 313-12336	IRGC 128282	subtrop
NYAO::IRGC 107091-1::[IRIS 313-12340]	IRIS 313-12340	IRGC 128412	subtrop
KAUK PAHLING::IRGC 95823-2::[IRIS 313-12266]	IRIS 313-12266	IRGC 128520	subtrop
NYON::IRGC 107099-1::[IRIS 313-12341]	IRIS 313-12341	IRGC 128413	subtrop
KHAO::IRGC 107359-1::[IRIS 313-12344]	IRIS 313-12344		subtrop
LAB::IRGC 107468-1::[IRIS 313-12346]	IRIS 313-12346	IRGC 127540	subtrop
LAI DAM::IRGC 107490-1::[IRIS 313-12347]	IRIS 313-12347	IRGC 127541	subtrop
LOUK NOK::IRGC 107599-1::[IRIS 313-12348]	IRIS 313-12348	IRGC 127575	subtrop
MAK KHEUA DENG::IRGC 107709-1::[IRIS 313-12349]	IRIS 313-12349	IRGC 127592	subtrop
KHAO LOUANG::IRGC 107770-1::[IRIS 313-12351]	IRIS 313-12351	IRGC 135759	subtrop
MOK::IRGC 107804-1::[IRIS 313-12353]	IRIS 313-12353	IRGC 132017	subtrop
NORIN 21::IRGC 493-1::[IRIS 313-10437]	IRIS 313-10437	IRGC 128409	temp
NAGKAYAT::IRGC 584-1::[IRIS 313-10440]	IRIS 313-10440	IRGC 127642	temp
LU TAO 2::IRGC 1175-1::[IRIS 313-10453]	IRIS 313-10453	IRGC 128371	japx
TAICHUNG 150::IRGC 80-1::[IRIS 313-10429]	IRIS 313-10429	IRGC 127834	temp
PI 160862-1::IRGC 1452-1::[IRIS 313-10459]	IRIS 313-10459		japx
GINMASARI::IRGC 242-1::[IRIS 313-10430]	IRIS 313-10430	IRGC 128299	temp
KINUGASAWASE::IRGC 2609-1::[IRIS 313-10469]	IRIS 313-10469	IRGC 128347	temp
HSIANG TSENF TAO::IRGC 5008-1::[IRIS 313-10507]	IRIS 313-10507	IRGC 128311	trop
IACA ESCURO::IRGC 6636-1::[IRIS 313-10541]	IRIS 313-10541	IRGC 131990	trop
RL GOPHER::IRGC 6934-2::[IRIS 313-10552]	IRIS 313-10552	IRGC 128150	trop
LITCHIKIANG::IRGC 7287-1::[IRIS 313-10558]	IRIS 313-10558	IRGC 128367	temp
FI LAI FENG::IRGC 7288-1::[IRIS 313-10559]	IRIS 313-10559	IRGC 127369	temp
SENG CHUI LIN::IRGC 7313-1::[IRIS 313-10562]	IRIS 313-10562	IRGC 128463	japx
SHA TIAO TSAO::IRGC 7339-1::[IRIS 313-10563]	IRIS 313-10563	IRGC 128469	temp
250 KUNGANI 1::IRGC 7370-1::[IRIS 313-10564]	IRIS 313-10564	IRGC 128209	temp
AIKAWA 44::IRGC 7676-1::[IRIS 313-10567]	IRIS 313-10567	IRGC 128212	temp
OITA MII 120::IRGC 7696-1::[IRIS 313-10568]	IRIS 313-10568	IRGC 128414	temp
BEN KEI::IRGC 7769-1::[IRIS 313-10569]	IRIS 313-10569	IRGC 128240	temp
CHUSEI HONEN::IRGC 7777-1::[IRIS 313-10570]	IRIS 313-10570	IRGC 128263	temp
IFUGAO RICE::IRGC 8052-1::[IRIS 313-10577]	IRIS 313-10577	IRGC 128318	trop
PARAY KINARABAW::IRGC 8083-1::[IRIS 313-10580]	IRIS 313-10580	IRGC 127718	trop
P PEY SIQAT::IRGC 8129-1::[IRIS 313-10581]	IRIS 313-10581	IRGC 127741	trop
QINOGNAS::IRGC 8135-1::[IRIS 313-10582]	IRIS 313-10582	IRGC 128440	trop
TSAO SIAO PEH TAO::IRGC 8265-2::[IRIS 313-10583]	IRIS 313-10583	IRGC 128194	temp
SHINCHIKU IKU 97::IRGC 10429-1::[IRIS 313-10631]	IRIS 313-10631	IRGC 127798	temp
SACHIKAZE::IRGC 10891-1::[IRIS 313-10642]	IRIS 313-10642	IRGC 128455	temp
LENKIBE-N::IRGC 11216-1::[IRIS 313-10645]	IRIS 313-10645	IRGC 128359	trop
RACION 1::IRGC 11340-1::[IRIS 313-10649]	IRIS 313-10649	IRGC 127758	trop
KARA SHALI::IRGC 9293-1::[IRIS 313-10617]	IRIS 313-10617	IRGC 131998	temp
CHINES::IRGC 9316-1::[IRIS 313-10618]	IRIS 313-10618	IRGC 128261	temp
DEWAMINORI::IRGC 12743-1::[IRIS 313-10677]	IRIS 313-10677	IRGC 128277	temp
R 27::IRGC 9498-1::[IRIS 313-10620]	IRIS 313-10620	IRGC 128443	trop
SIKEP BATU::IRGC 13514-2::[IRIS 313-10689]	IRIS 313-10689	IRGC 128165	trop
SEREH::IRGC 13732-2::[IRIS 313-10693]	IRIS 313-10693	IRGC 132268	trop
PADI DARAWAL::IRGC 14373-1::[IRIS 313-10704]	IRIS 313-10704	IRGC 128419	trop
GODAWEL::IRGC 15750-1::[IRIS 313-10722]	IRIS 313-10722	IRGC 128301	trop
NANIBRE::IRGC 16102-2::[IRIS 313-10730]	IRIS 313-10730	IRGC 132258	trop
SERAJU::IRGC 16565-1::[IRIS 313-10743]	IRIS 313-10743	IRGC 128465	trop
TJEMPO KREMBUNG::IRGC 16603-1::[IRIS 313-10746]	IRIS 313-10746		trop
7 AC::IRGC 14860-2::[IRIS 313-10711]	IRIS 313-10711	IRGC 132314	trop
TJOKRON::IRGC 16653-2::[IRIS 313-10747]	IRIS 313-10747	IRGC 136111	trop
KOTO OURA S 5::IRGC 15155-1::[IRIS 313-10712]	IRIS 313-10712	IRGC 128354	trop
BALIK SEMAH::IRGC 17201-2::[IRIS 313-10761]	IRIS 313-10761	IRGC 127984	trop
CERE KAWAT::IRGC 17401-2::[IRIS 313-10765]	IRIS 313-10765	IRGC 128010	trop
DJALAWARA::IRGC 17471-1::[IRIS 313-10766]	IRIS 313-10766	IRGC 127325	trop
DJANGGOT::IRGC 17491-2::[IRIS 313-10767]	IRIS 313-10767	IRGC 128032	trop
GANDAMANA::IRGC 17593-2::[IRIS 313-10770]	IRIS 313-10770	IRGC 128042	trop
HAWARA DJEDAH::IRGC 17728-1::[IRIS 313-10773]	IRIS 313-10773	IRGC 131989	trop
KETAN LALER::IRGC 17897-1::[IRIS 313-10780]	IRIS 313-10780	IRGC 127505	trop
KETAN OSOG::IRGC 17929-1::[IRIS 313-10783]	IRIS 313-10783	IRGC 127507	trop
KETAN SAPI::IRGC 17954-2::[IRIS 313-10784]	IRIS 313-10784	IRGC 128079	trop
KETAN URANG::IRGC 17980-1::[IRIS 313-10786]	IRIS 313-10786		ind3
LEMUNGSIR::IRGC 18116-1::[IRIS 313-10788]	IRIS 313-10788	IRGC 135769	trop
LENGGANG GENUK BULU::IRGC 18119-1::[IRIS 313-10789]	IRIS 313-10789	IRGC 132009	trop
MELIK::IRGC 18238-2::[IRIS 313-10793]	IRIS 313-10793	IRGC 132257	trop
MOLOG::IRGC 18282-1::[IRIS 313-10796]	IRIS 313-10796	IRGC 128390	trop
PARE BUWUN::IRGC 18456-2::[IRIS 313-10801]	IRIS 313-10801	IRGC 132378	trop
SIDJANGGUK::IRGC 18826-2::[IRIS 313-10815]	IRIS 313-10815	IRGC 135632	trop
SIDJERO GUNDIL::IRGC 18829-2::[IRIS 313-10816]	IRIS 313-10816	IRGC 128164	trop
SLAMET::IRGC 18900-1::[IRIS 313-10817]	IRIS 313-10817	IRGC 135796	trop
PEUTEUJ::IRGC 18484-1::[IRIS 313-10802]	IRIS 313-10802		trop
BINARITOS::IRGC 19391-1::[IRIS 313-10827]	IRIS 313-10827	IRGC 128242	trop
INAMBOG::IRGC 19415-1::[IRIS 313-10829]	IRIS 313-10829	IRGC 128320	trop
PLAMPEYAN::IRGC 18494-1::[IRIS 313-10803]	IRIS 313-10803		trop
INAPORAONAN::IRGC 19418-1::[IRIS 313-10830]	IRIS 313-10830	IRGC 127429	trop
MALANDI 2::IRGC 19454-2::[IRIS 313-10831]	IRIS 313-10831	IRGC 132355	trop
MALASAY::IRGC 19456-1::[IRIS 313-10832]	IRIS 313-10832	IRGC 128377	trop
IARI 11387::IRGC 19573-1::[IRIS 313-10834]	IRIS 313-10834	IRGC 128314	subtrop
BACK KYUNG ZO::IRGC 19698-2::[IRIS 313-10837]	IRIS 313-10837	IRGC 132323	temp
TAE GU NA::IRGC 19875-2::[IRIS 313-10839]	IRIS 313-10839	IRGC 132270	temp
ARC 11424::IRGC 21380-2::[IRIS 313-10865]	IRIS 313-10865	IRGC 127938	subtrop
